GeneSymbol	ROSMAP_PFC_FPKM_CpDxLow_AD_NCI_ProbeID	ROSMAP_PFC_FPKM_CpDxLow_AD_NCI_logFC	ROSMAP_PFC_FPKM_CpDxLow_AD_NCI_adj.P.Val	MayoEGWAS_eQTL_TCX_AD_SNP	MayoEGWAS_eQTL_TCX_AD_Probe	MayoEGWAS_eQTL_TCX_AD_Beta	MayoEGWAS_eQTL_TCX_AD_Pvalue	IGAP_1_SNP	IGAP_1_Beta	IGAP_1_Pvalue
FBXL22	ENSG00000197361	-0.309634506852627	0.00522552093833992	NA	NA	NA	NA	rs113294283	0.1887	4.469e-06
FBXL7	ENSG00000183580	0.226225844871522	0.00263299121234109	NA	NA	NA	NA	rs73048835	0.1373	5.705e-05
FBXO16	ENSG00000214050	-0.468090039557645	0.000100808057929503	rs164658	ILMN_1715823	0.08951	0.08395	rs7982	-0.14	2.477e-17
FBXO22	ENSG00000167196	-0.265659713855888	0.0083180750003575	rs10444808	ILMN_1701869	0.06405	0.04102	rs284891	0.0505	0.00198
FBXO24	ENSG00000106336	-0.244281723850816	0.00517903041840957	rs11765024	ILMN_1686466	0.06137	0.2456	rs7384878	-0.0839	2.947e-06
FBXO27	ENSG00000161243	-0.208758260809054	0.00938556772976386	rs10412049	ILMN_1721360	-0.06504	0.09274	rs79063875	0.0735	0.0001134
FBXO40	ENSG00000163833	-0.338484328640408	0.00653720321290128	NA	NA	NA	NA	rs111432844	0.2415	0.001079
FBXO9	ENSG00000112146	-0.308623731313318	0.00817521405303339	rs4077047	ILMN_1702928	-0.1332	4.924e-06	rs12194027	0.2792	0.000114
FBXW11P1	ENSG00000230870	-0.367646254738011	0.00119126036717819	NA	NA	NA	NA	rs117368946	-0.1262	0.003879
FBXW2	ENSG00000119402	-0.234322224170961	0.000309760930636473	rs2274144	ILMN_1775753	0.07926	0.05282	rs10818074	0.0874	0.002344
FBXW9	ENSG00000132004	-0.27013768140186	0.00399154795203566	rs1133330	ILMN_1750661	0.07082	0.03726	rs75854015	-0.2955	0.001445
FCF1	ENSG00000119616	-0.142658306323901	0.00979598624898394	rs7152804	ILMN_2189870	-0.06794	0.04697	rs10143128	0.2091	1.004e-07
FCHSD2	ENSG00000137478	0.211602811818084	0.000424835771916905	rs11605818	ILMN_1815734	0.05636	0.02434	rs74766959	0.4847	0.0003218
FCRLA	ENSG00000132185	0.444162377428351	0.0023620078751669	rs2275603	ILMN_1691071	-0.3268	0.0004436	rs6668320	0.074	5.212e-05
FCRLB	ENSG00000162746	-0.521342537897655	0.000119662866431333	rs17414989	ILMN_1782015	-0.4264	4.699e-07	rs6668320	0.074	5.212e-05
FDX2	ENSG00000267673	-0.289013035808979	0.000411694378342552	NA	NA	NA	NA	rs140696191	0.1451	0.0002312
FDXACB1	ENSG00000255561	-0.20984927740676	0.00802896105371886	NA	NA	NA	NA	rs117684072	-0.2876	0.0001151
FEM1AP2	ENSG00000265296	-0.443847381023164	0.00133846398083544	NA	NA	NA	NA	rs78846506	-0.1271	0.0006348
FER1L5	ENSG00000249715	-0.302929700682453	0.000695412821332534	NA	NA	NA	NA	rs77060285	-0.104	0.0009522
FFAR4	ENSG00000186188	-0.464408201216965	5.16960569460063e-05	NA	NA	NA	NA	rs75132975	0.4174	0.0008735
FGA	ENSG00000171560	0.254773658925599	0.00042790886030594	rs2066865	ILMN_1656487	-0.05485	0.03252	rs143849334	0.4336	0.0003418
FGB	ENSG00000171564	0.273473106049248	0.00231840764488598	NA	NA	NA	NA	rs143849334	0.4336	0.0003418
FGF1	ENSG00000113578	0.247261685386042	0.00457945493300009	rs33961	ILMN_2349982	0.118	0.00757	rs3866876	0.0673	2.338e-05
FGF12	ENSG00000114279	-0.39566108490523	0.00110505654800049	rs1844850	ILMN_1677680	0.07853	0.01243	rs1356248	0.0858	0.0002496
FGF13	ENSG00000129682	-0.396049411378309	0.00445833770167397	NA	NA	NA	NA	NA	NA	NA
FGF22	ENSG00000070388	-0.376715297538074	0.00889109523727859	rs3787011	ILMN_2095633	0.24	0.0322	rs4147929	0.1348	1.701e-09
FGF9	ENSG00000102678	-0.330248816403597	0.00239579053491697	rs9634328	ILMN_1762531	-0.07144	0.1038	rs7327331	-0.0649	0.0003859
FGG	ENSG00000171557	0.275589919711889	0.000905850191904962	NA	NA	NA	NA	rs143849334	0.4336	0.0003418
FGR	ENSG00000000938	0.328829148047316	0.000909998305805429	rs4908343	ILMN_2368318	-0.1309	0.002217	rs78664461	-0.2917	5.452e-05
FH	ENSG00000091483	-0.280552191669354	0.00635110553330337	rs947307	ILMN_1719392	-0.03805	0.003075	rs1776161	0.072	0.0001171
FHAD1	ENSG00000142621	-0.359239176031582	0.000597308817687288	NA	NA	NA	NA	rs78356043	0.3166	0.0003408
FIBP	ENSG00000172500	-0.29346557832307	0.000288335447004774	rs557675	ILMN_2411139	-0.06913	0.04349	rs57478329	0.4108	6.721e-05
FIGNL2	ENSG00000261308	-0.526255224594615	0.000751911130704423	NA	NA	NA	NA	rs73305721	0.0941	0.001658
FKBP11	ENSG00000134285	-0.217144601248748	0.00787850941579829	rs2926806	ILMN_1787345	-0.0413	0.04972	rs10875851	-0.0585	0.0005135
FKBP1B	ENSG00000119782	-0.323240652600957	0.00088321711186924	rs6754391	ILMN_2303955	0.07656	0.0251	rs4665699	0.1301	0.0004548
FKBP5	ENSG00000096060	0.372526901965134	0.00112965441433556	rs2766545	ILMN_1778444	-0.04308	0.01545	rs114975388	0.3051	0.0008208
FLJ20021	ENSG00000254531	-0.313577683442093	0.00520358392880801	NA	NA	NA	NA	NA	NA	NA
FLJ31104	ENSG00000227908	-0.325770954206179	0.00755815179115039	NA	NA	NA	NA	NA	NA	NA
FLJ33581	ENSG00000230133	-0.305928810786173	0.00196099712805384	NA	NA	NA	NA	NA	NA	NA
FLOT2	ENSG00000132589	-0.187922395295252	0.00509833114009099	rs4795461	ILMN_1726222	0.01073	0.4184	rs8081598	0.126	0.001079
FLRT1	ENSG00000126500	-0.333654104864444	0.00128239346086587	rs2186643	ILMN_1685056	0.125	0.0002231	rs10792421	0.0641	6.683e-05
FLT3LG	ENSG00000090554	0.237009515593205	0.00435265826263328	rs1858742	ILMN_2091412	0.105	0.1263	rs2270939	-0.0708	0.000841
FLYWCH2	ENSG00000162076	-0.268275600447268	0.000369087610144846	rs4785909	ILMN_1805796	-0.07225	0.009771	rs74977702	0.322	0.001492
FMNL3	ENSG00000161791	0.17002325041616	0.00274822955221821	rs11169154	ILMN_2395214	0.1308	0.1809	rs10875851	-0.0585	0.0005135
FMO1	ENSG00000010932	0.429029063581033	0.00103624042100909	NA	NA	NA	NA	rs115816314	-0.4089	0.0002216
FN3K	ENSG00000167363	-0.285237306183793	0.00250679095133158	rs7211499	ILMN_1801588	-0.04955	0.1401	NA	NA	NA
FN3KRP	ENSG00000141560	-0.2163911849844	0.0018757403698485	rs4789814	ILMN_1652333	-0.05831	0.08397	NA	NA	NA
FNDC1	ENSG00000164694	-0.165076199683455	0.00199606716637167	NA	NA	NA	NA	rs138501612	-0.255	0.0008396
FNDC11	ENSG00000125531	0.546728949515007	5.95300075269041e-05	NA	NA	NA	NA	rs13044192	-0.4072	0.0008361
FNDC4	ENSG00000115226	-0.260115578635187	0.000242462499593828	rs3811644	ILMN_1663032	-0.0294	0.1885	rs3795958	-0.0596	0.002825
FNDC5	ENSG00000160097	-0.313430929399329	0.00012138203060508	rs10914625	ILMN_1761084	-0.0808	0.0121	rs10914632	-0.1169	0.0009395
FOXA3	ENSG00000170608	0.256126380461867	0.00308685798685584	NA	NA	NA	NA	rs12972156	1.1399	0
FOXC1	ENSG00000054598	0.24358771717692	0.00584415657586773	rs2569885	ILMN_1738401	0.1384	0.08036	rs7746720	-0.103	0.0001996
FOXD1	ENSG00000251493	0.641128213091546	6.94285970531119e-05	rs874973	ILMN_1704418	-0.2274	0.03542	rs2913271	0.1076	0.0006978
FOXD2-AS1	ENSG00000237424	0.350466860857552	0.000827837276991364	NA	NA	NA	NA	rs112841283	-0.0719	0.0004483
FOXF2	ENSG00000137273	0.185506290783527	0.00960716601020992	rs1737753	ILMN_1674934	0.1246	0.01518	6:602486	-0.3239	0.0001793
FOXJ1	ENSG00000129654	0.554993157561086	0.0010021542274338	rs8077453	ILMN_1802190	-0.08667	0.2776	rs12450340	0.0983	9.841e-05
FOXJ3	ENSG00000198815	-0.187348836454122	0.00938556772976386	rs7413966	ILMN_2128668	0.02275	0.04378	rs116348914	0.2937	0.0007872
FOXK1	ENSG00000164916	-0.256042697438597	0.0024794713023794	rs7788807	ILMN_2082244	-0.06101	0.02021	rs10215582	0.1259	0.0003324
FOXM1	ENSG00000111206	0.290867267502948	0.00150962705929847	rs4238008	ILMN_1716400	-0.1145	0.02085	rs11613210	0.0886	4.36e-05
FOXN3	ENSG00000053254	0.171065119022762	0.00080610954385374	rs3759711	ILMN_1665304	0.1693	0.0003122	rs61983300	0.0716	9.27e-05
FOXN3-AS1	ENSG00000258920	-0.397778805609276	0.000331103983927887	NA	NA	NA	NA	rs61983300	0.0716	9.27e-05
FOXO1	ENSG00000150907	0.244556740366019	0.00318822076685502	rs7981045	ILMN_1738816	0.06139	0.07597	rs9532494	0.0654	0.0007647
FOXO4	ENSG00000184481	0.447376637773568	8.0764391130543e-10	NA	NA	NA	NA	NA	NA	NA
FOXP3	ENSG00000049768	-0.364216964508453	0.000273992215124607	NA	NA	NA	NA	NA	NA	NA
FOXRED1	ENSG00000110074	-0.200961583198038	0.00312738015316563	rs574198	ILMN_1762312	-0.08917	0.0001914	rs2322193	-0.0587	0.004197
FOXRED2	ENSG00000100350	-0.197827996032645	0.00914464747750649	rs139954	ILMN_2130635	0.1152	0.009626	rs2283980	-0.0577	0.001147
FPR3	ENSG00000187474	0.54703795938121	0.000382525511670267	rs2109657	ILMN_2203271	0.2888	0.01043	rs3865444	-0.0954	5.12e-08
FREM1	ENSG00000164946	-0.360834975553266	0.00386806279521121	rs10961825	ILMN_1715452	0.1325	0.002922	rs10491770	0.1061	0.0002097
FREM3	ENSG00000183090	-0.739017550798938	1.57826831725962e-05	NA	NA	NA	NA	rs28670348	0.1173	0.0001489
FRG1BP	ENSG00000149531	-0.367398038438084	0.00312265345068248	NA	NA	NA	NA	rs56132615	0.1845	0.001259
FRMPD2	ENSG00000170324	-0.621346069066808	0.000152058607224881	rs2047748	ILMN_2356273	0.2115	0.04142	rs3013815	-0.0664	0.01071
FRMPD4	ENSG00000169933	-0.323751433694388	0.00675036449366349	NA	NA	NA	NA	NA	NA	NA
FRS3	ENSG00000137218	-0.25900302647073	0.000969103402926462	rs12661667	ILMN_1772605	-0.03727	0.17	rs114812713	0.2295	2.128e-05
FRYL	ENSG00000075539	0.210119323376975	0.00110711364261632	rs13134960	ILMN_1798467	-0.3242	0.001455	rs59776273	-0.0761	0.0004385
FSCN2	ENSG00000186765	-0.468235242645928	0.000279988964725022	NA	NA	NA	NA	rs12602143	0.636	1.354e-05
FSTL4	ENSG00000053108	-0.47630276458908	0.000411995971303158	rs31340	ILMN_1712308	-0.3172	0.02284	rs329115	-0.0642	0.0004239
FUBP1	ENSG00000162613	-0.167950196859286	0.00677825840055485	rs4130548	ILMN_1776552	-0.0381	0.1724	rs145012408	0.1587	0.0005597
FUT5	ENSG00000130383	-0.446412674332456	0.00239517322725402	NA	NA	NA	NA	rs2159089	0.0849	0.0003703
FXNP2	ENSG00000177736	-0.765833557015799	0.000781917901202091	NA	NA	NA	NA	rs4538962	-0.1593	0.001939
FXYD5	ENSG00000089327	0.257494175352583	0.00707968986707462	rs10422803	ILMN_1704286	-0.05884	0.03043	rs4012784	0.0825	0.001259
FXYD6	ENSG00000137726	-0.429156619069389	0.00102469992837723	rs954319	ILMN_1768812	-0.03579	0.0388	rs77499725	0.0822	0.0004355
FXYD7	ENSG00000221946	-0.352742166901976	0.00105565844374155	rs482324	ILMN_1786118	-0.2279	0.0005315	rs4012784	0.0825	0.001259
FYCO1	ENSG00000163820	0.28755306346706	6.24079365768805e-05	rs6441929	ILMN_1709032	-0.0749	0.1374	rs7618668	-0.1111	0.0001191
FZD7	ENSG00000155760	0.269795975495746	0.00530146419315059	rs1402873	ILMN_2108823	0.09469	0.03271	rs115470277	0.2415	0.004233
FZD9	ENSG00000188763	0.363753073852209	0.000721070865834045	rs1178969	ILMN_1704398	0.05738	0.2112	rs13234979	0.1495	0.001435
G6PD	ENSG00000160211	-0.183381146616235	0.0081401349171001	NA	NA	NA	NA	NA	NA	NA
GABARAPL1	ENSG00000139112	-0.417174718023468	0.000578101901143116	rs10505752	ILMN_2151281	0.02688	0.08369	rs2682484	-0.088	6.136e-06
GABBR1	ENSG00000204681	-0.149746041199178	0.00872995174303126	rs1161901	ILMN_2395373	-0.07845	0.01002	rs114139649	0.0839	0.0001713
GABBR2	ENSG00000136928	-0.310994761423383	0.000742092070108059	rs3780447	ILMN_1660718	-0.187	0.001144	rs78893982	0.1749	0.0002618
GABPB1	ENSG00000104064	-0.325777665536346	0.000332950947499742	NA	NA	NA	NA	rs147806167	-0.4791	7.602e-06
GABRA6	ENSG00000145863	-0.497461011582662	0.00668964409943979	NA	NA	NA	NA	rs138280915	0.0455	0.004006
GABRB1	ENSG00000163288	-0.542039409593445	0.00447395608803921	rs3775534	ILMN_2159730	0.09225	0.003529	rs59776273	-0.0761	0.0004385
GABRB2	ENSG00000145864	-0.346244887398563	0.00526668332594693	rs11748071	ILMN_1798046	-0.1524	0.04358	rs9968676	0.065	7.244e-05
GABRD	ENSG00000187730	-0.479752074292179	0.000383561527823622	rs3820011	ILMN_1779742	-0.06768	0.2372	rs80107522	0.0792	0.0001943
GABRG2	ENSG00000113327	-0.580839312741931	0.00371524308302895	rs7716847	ILMN_1800270	0.08293	0.09476	rs2913573	0.0563	0.0006199
GABRG3	ENSG00000182256	-0.459378220775317	0.00545310752191789	rs4132750	ILMN_1725808	0.1919	0.03106	rs12439507	0.0935	0.0008046
GAD1	ENSG00000128683	-0.582193169015921	0.00176298945644034	rs701492	ILMN_1660973	0.1235	0.002823	rs150824899	0.1519	0.002186
GAD2	ENSG00000136750	-0.54194372863764	0.000858934596378598	rs3006845	ILMN_1728301	0.1281	0.009844	rs117261212	-0.4177	0.009314
GADD45A	ENSG00000116717	-0.465311374733991	0.00126862920264721	rs4655568	ILMN_2052208	-0.07341	0.05645	rs75121373	0.1372	4.502e-05
GAL3ST3	ENSG00000175229	-0.246380627918913	0.00549255143571802	rs571374	ILMN_1697081	-0.02891	0.2998	rs57478329	0.4108	6.721e-05
GALE	ENSG00000117308	-0.225490687577251	0.00176149058517996	rs11714	ILMN_1792168	0.1025	0.0353	rs11582184	-0.0551	0.001389
GALM	ENSG00000143891	0.226935532288372	0.00387443596610995	rs3821023	ILMN_1671482	0.1328	0.002088	rs55878132	-0.084	0.004203
GALNT11	ENSG00000178234	-0.302399432817311	0.000742092070108059	rs10259821	ILMN_1651819	-0.02549	0.123	rs4570064	0.0955	0.0004975
GALNT6	ENSG00000139629	0.399709117496312	0.000290814251817585	rs7312857	ILMN_1677574	0.363	0.0005546	rs73305721	0.0941	0.001658
GALNT9	ENSG00000182870	-0.288901190567902	0.0017292876584844	rs12299478	ILMN_1653687	-0.04756	0.0326	rs10848255	0.0739	2.456e-05
GALNTL6	ENSG00000174473	-0.464021452233051	0.000485084146752258	NA	NA	NA	NA	rs1852791	0.0693	0.0001824
GALR1	ENSG00000166573	-0.397826319590823	0.0045421740841974	NA	NA	NA	NA	rs112878622	0.3428	0.0005174
GALT	ENSG00000213930	-0.200478771662382	0.00243621793772007	rs11575584	ILMN_1657475	-0.123	0.011	rs6476452	0.503	0.0001098
GAP43	ENSG00000172020	-0.463061587328251	6.87947282928833e-05	rs7638530	ILMN_1794552	0.05464	0.01143	rs71323476	0.1785	0.00258
GAPDHP23	ENSG00000235595	-0.498261788386646	0.00434404632508382	NA	NA	NA	NA	rs2641342	-0.0751	0.0002711
GAPDHP32	ENSG00000226443	-0.502749729554993	0.00295427496304484	NA	NA	NA	NA	rs2641342	-0.0751	0.0002711
GAPDHP74	ENSG00000232780	-0.553918873768864	0.00120498417428544	NA	NA	NA	NA	rs1229119	0.0592	0.0003045
GAPVD1	ENSG00000165219	-0.187411823308098	0.00530146419315059	rs10986614	ILMN_1671221	0.01887	0.4652	rs4538962	-0.1593	0.001939
GAREM2	ENSG00000157833	0.726958180235148	1.04279499387548e-10	NA	NA	NA	NA	rs732076	0.0623	0.0004123
GARNL3	ENSG00000136895	-0.293153730633196	0.000110222779952295	rs10987639	ILMN_1779347	0.07885	0.1707	rs116919711	0.1654	0.002417
GAS1	ENSG00000180447	0.315090696463398	0.000106811934235211	rs1599045	ILMN_2062701	0.1502	0.006706	rs12339683	0.0545	0.001135
GAS7	ENSG00000007237	-0.325504985540419	0.00155823362548703	rs2006827	ILMN_1745994	0.06833	0.004358	rs17687054	-0.0795	9.519e-05
GAS8	ENSG00000141013	-0.187966523116339	0.00842806386395626	rs4785763	ILMN_1783798	0.06449	0.002027	16:89631717	0.4619	1.514e-05
GATB	ENSG00000059691	-0.351246964059779	0.000450261637509565	NA	NA	NA	NA	4:152239426	0.2666	0.0006593
GBF1	ENSG00000107862	-0.240185260380624	0.00163254046637805	rs1057050	ILMN_2157544	0.1474	0.01867	rs139210790	0.3518	0.0004907
GC	ENSG00000145321	0.154701568896643	0.00906611760653716	NA	NA	NA	NA	rs75191269	-0.1746	1.179e-05
GCC2	ENSG00000135968	-0.291034274751511	0.00131056570495707	rs1105109	ILMN_2408730	-0.1199	0.01369	rs148161031	0.2244	0.001507
GCDH	ENSG00000105607	-0.186038139013697	0.00568265406708388	rs8012	ILMN_2296843	-0.1639	3.123e-10	rs75854015	-0.2955	0.001445
GCKR	ENSG00000084734	-0.452760198451334	0.000358532844886443	NA	NA	NA	NA	rs3795958	-0.0596	0.002825
GCNT4	ENSG00000176928	-0.580268072364043	0.0019588073880945	NA	NA	NA	NA	rs11950587	0.2281	0.0007921
GDA	ENSG00000119125	-0.285156697205803	0.00585120035495519	rs17494172	ILMN_1812494	0.1963	0.09276	rs62572586	-0.0762	0.0003662
GDAP1	ENSG00000104381	-0.407294982959646	0.000738171237991791	rs10504576	ILMN_1721801	0.04926	0.1368	rs13254338	0.0495	0.002948
GDAP1L1	ENSG00000124194	-0.310058450419683	0.00783813254514984	rs4810422	ILMN_1760208	0.1091	0.02179	rs11696501	0.0745	0.0001205
GDF11	ENSG00000135414	0.21663941851729	0.000688782170262701	rs941022	ILMN_1745132	0.07325	0.01265	rs11171077	-0.0921	0.000122
GDF7	ENSG00000143869	-0.370289470880247	0.0011385506327461	NA	NA	NA	NA	rs1513829	-0.0467	0.002706
GDI1	ENSG00000203879	-0.269241780367924	0.000539493178359052	NA	NA	NA	NA	NA	NA	NA
GDNF-AS1	ENSG00000248587	-0.363483177587851	0.000924727095248562	NA	NA	NA	NA	rs3910076	-0.0546	0.001366
GDPGP1	ENSG00000183208	-0.49155467499028	3.65347376377948e-05	NA	NA	NA	NA	rs6496619	-0.0789	0.000109
GEM	ENSG00000164949	0.594335638872435	7.04914664928526e-05	rs977274	ILMN_2367883	-0.08262	0.05059	rs203740	0.0986	0.0001257
GET4	ENSG00000239857	-0.240745338916343	0.000501662680680299	NA	NA	NA	NA	rs7781047	-0.0642	0.0001803
GFAP	ENSG00000131095	0.596906379609353	7.15853388754333e-06	rs8067833	ILMN_1697176	-0.03726	0.1103	rs117699225	-0.1385	3.461e-05
GFRA2	ENSG00000168546	-0.519754359439564	0.000258912408770299	rs11988772	ILMN_1656300	0.1229	0.009634	rs73209425	0.3686	0.001976
GFY	ENSG00000261949	-0.347943729310776	0.000424835771916905	NA	NA	NA	NA	rs2270939	-0.0708	0.000841
GGN	ENSG00000179168	-0.437160194347995	0.00102231405935053	NA	NA	NA	NA	rs139850895	-0.3025	0.0001408
GGT7	ENSG00000131067	-0.249224788629422	0.00239111550051301	rs6120708	ILMN_1737036	-0.1394	0.0003093	rs80308467	-0.3046	0.00101
GHITM	ENSG00000165678	-0.285742175340895	0.0055359795217194	rs7895270	ILMN_1728467	0.01425	0.06522	rs76866274	-0.2245	0.004656
GIMAP4	ENSG00000133574	0.270281401182594	0.00733805180439291	rs10266069	ILMN_1748473	0.07069	0.007451	rs9632641	0.0695	0.001197
GIMAP5	ENSG00000196329	0.423754188072066	4.22068541320417e-05	NA	NA	NA	NA	rs35503973	-0.0564	0.0007991
GIMAP6	ENSG00000133561	0.352128654927466	0.00145653585713092	rs6951867	ILMN_2329429	0.05602	0.2742	rs35503973	-0.0564	0.0007991
GIMAP7	ENSG00000179144	0.307500499838528	0.00667540991206966	rs2293172	ILMN_2133316	0.06244	0.06124	rs9632641	0.0695	0.001197
GINS1	ENSG00000101003	-0.343904724227529	0.000588343408123777	NA	NA	NA	NA	rs77376630	0.1269	0.0004139
GIPC3	ENSG00000179855	0.342208319173513	0.00329063765311165	NA	NA	NA	NA	rs12982061	-0.1029	0.0001444
GIPR	ENSG00000010310	1.16795346063167	9.48000441602519e-11	NA	NA	NA	NA	rs12972156	1.1399	0
GJA1	ENSG00000152661	0.406302548326536	0.00346605936532001	rs4946572	ILMN_1727087	-0.035	0.04052	rs116928889	0.3509	0.0001228
GJC1	ENSG00000182963	0.324128097332087	3.00942758372729e-05	rs2070935	ILMN_2397484	-0.02185	0.053	rs117699225	-0.1385	3.461e-05
GJD4	ENSG00000177291	-0.49778646749608	0.00118832655733087	NA	NA	NA	NA	rs12354495	-0.0807	0.0007356
GLI1	ENSG00000111087	0.691760868252383	4.97936539406646e-06	rs3809114	ILMN_1779989	-0.09149	0.2245	rs73115999	-0.2586	0.0004117
GLOD4	ENSG00000167699	-0.249003106314351	0.00291504084963355	rs2644700	ILMN_1738656	-0.0369	0.08976	rs13341542	-0.0702	0.0002756
GLRA3	ENSG00000145451	-0.36653565565369	0.0041880503996749	rs6849847	ILMN_1787085	0.3247	2.841e-06	rs4530607	-0.0592	0.0008246
GLRX2	ENSG00000023572	-0.269304463841506	0.00686413192887862	rs1325196	ILMN_1680727	-0.06419	0.2682	rs1410397	0.0766	1.616e-06
GLS2	ENSG00000135423	-0.327526559050684	0.00485668932546834	rs2657888	ILMN_1706070	0.1461	0.005969	rs113584176	0.1486	0.0002125
GLT1D1	ENSG00000151948	-0.456847080778546	0.00167894675509888	NA	NA	NA	NA	rs59753713	0.3532	0.0001132
GLT8D2	ENSG00000120820	-0.286286220681201	0.00239111550051301	rs4964462	ILMN_1802654	0.1746	0.0143	rs144589720	0.2278	8.694e-05
GLTP	ENSG00000139433	0.224051594284059	0.00158434506006833	rs4766635	ILMN_1764380	0.04337	0.06737	rs10778667	0.0588	0.0006571
GLUL	ENSG00000135821	0.294017323238911	0.00696167431559561	rs649437	ILMN_1765208	-0.09838	0.03376	rs149640240	0.3763	0.0003672
GLYR1	ENSG00000140632	-0.279673791675269	0.00172509280133563	NA	NA	NA	NA	rs13335830	0.082	0.0005245
GMDS	ENSG00000112699	-0.224514949004539	0.000471638497929249	rs2569881	ILMN_1711227	0.1068	0.002146	rs17135328	-0.1032	0.0001615
GMPR	ENSG00000137198	0.344407897303915	0.00737887161537163	rs9383153	ILMN_1729487	0.3177	0.005251	rs76673595	0.352	0.0007139
GNA12	ENSG00000146535	0.205552298758062	0.00763402862725723	rs208353	ILMN_2216157	-0.1386	0.0002172	rs12539802	0.3069	0.0001606
GNAL	ENSG00000141404	-0.242093446438666	0.0079447238171995	rs8097337	ILMN_1746027	-0.09477	0.07502	rs9965841	0.1787	0.0001957
GNAO1	ENSG00000087258	-0.177937903511474	0.00278937541738204	rs3790112	ILMN_1800381	-0.09203	0.002886	rs7201287	0.2747	0.0003601
GNB1L	ENSG00000185838	-0.338654708078481	0.00406191967855233	rs2269725	ILMN_1761044	0.1486	0.007278	rs56132768	0.0641	0.001242
GNB2	ENSG00000172354	-0.152490348883347	0.00594060484902175	rs11768465	ILMN_1658928	0.04239	0.05681	rs7384878	-0.0839	2.947e-06
GNB5	ENSG00000069966	-0.308817992290908	0.000280600094272388	rs12438743	ILMN_2412294	-0.0697	0.05701	rs11070906	-0.0798	0.0004231
GNG12	ENSG00000172380	0.268777193634457	0.00460795992164216	rs3766276	ILMN_1673380	-0.1512	0.01859	rs75121373	0.1372	4.502e-05
GNG3	ENSG00000162188	-0.465403109595833	0.000245752125529396	rs633742	ILMN_1806147	0.03783	0.05398	rs10792421	0.0641	6.683e-05
GNG4	ENSG00000168243	-0.343173520892314	3.30993547616161e-06	rs696247	ILMN_1804357	0.08204	0.01654	rs72767410	-0.0782	0.0002005
GNL3LP1	ENSG00000215032	-0.445727816879742	0.0079264121282621	NA	NA	NA	NA	rs72241386	0.1457	0.003345
GNPTG	ENSG00000090581	-0.178223234965821	0.00485898355182605	rs7194275	ILMN_1764230	0.03638	0.147	rs62030834	-0.0675	8.826e-05
GNRH1	ENSG00000147437	0.259474220844121	0.00430908473379518	rs13267838	ILMN_1745991	-0.1256	0.04422	rs11783408	0.0555	0.00213
GOLGA6L9	ENSG00000197978	0.636391060967808	0.000900666432885347	NA	NA	NA	NA	rs905450	-0.0869	2.819e-06
GOLGA8A	ENSG00000175265	-0.319647036427794	0.000819570225537988	rs8025057	ILMN_1712469	-0.1096	0.02277	rs10438390	0.1613	7.72e-05
GOLGA8B	ENSG00000215252	-0.485783695134772	0.000228293901735454	rs12915800	ILMN_2103547	-0.04316	0.1532	rs10438390	0.1613	7.72e-05
GOLT1A	ENSG00000174567	-0.523091765624999	6.9677577538368e-05	rs10900555	ILMN_2137208	0.2512	0.0027	rs10900422	0.2454	0.0001749
GOSR2	ENSG00000108433	-0.261862007278146	7.69696719033358e-05	rs8080126	ILMN_1656293	0.05131	0.02982	rs9896800	-0.078	1.919e-05
GOT1	ENSG00000120053	-0.418836538406198	0.00792731923135014	rs2490288	ILMN_1656145	0.04644	0.004011	rs137913203	0.1598	0.001316
GPAA1	ENSG00000197858	-0.241889082020613	0.00123711811121251	rs7004186	ILMN_1769702	0.1334	0.04069	rs117137177	0.1374	0.0001555
GPC1	ENSG00000063660	-0.30602645892418	0.000261530885261536	rs2352838	ILMN_1801516	0.08948	0.02757	rs12712299	0.0779	0.0006851
GPC6	ENSG00000183098	-0.427684991359673	0.000590449247691762	rs1947078	ILMN_1805216	-0.1562	0.002967	rs72644576	-0.3255	0.0005268
GPCPD1	ENSG00000125772	-0.47517563166214	2.76175159179696e-05	NA	NA	NA	NA	rs55853468	0.1221	0.0001534
GPER1	ENSG00000164850	0.422863786847438	0.000129285304489386	NA	NA	NA	NA	rs7781047	-0.0642	0.0001803
GPHN	ENSG00000171723	-0.226078169521474	0.00232528374647351	rs7151898	ILMN_1723607	-0.1711	0.002777	rs151070677	0.2315	0.001885
GPI	ENSG00000105220	-0.29032489415413	0.00280306141414162	rs4806015	ILMN_2173451	0.05102	0.03757	rs8101891	0.2086	0.000726
